State,County,Q1 2026 % Underwater,Q1 2025 % underwater,2025_pct,2026_pct,Change,Report
Florida,Volusia,0.0290453974165783,0.0170902538813775,1.70902538813775,2.90453974165783,1.19551435352008,"- **Volusia, Florida**: +1.2% (from 1.7% to 2.9%)"
Florida,Charlotte,0.0640260273539909,0.0520819497941293,5.20819497941293,6.402602735399091,1.1944077559861608,"- **Charlotte, Florida**: +1.2% (from 5.2% to 6.4%)"
Kentucky,Jefferson,0.0524671651478293,0.0406018258238963,4.06018258238963,5.24671651478293,1.1865339323933002,"- **Jefferson, Kentucky**: +1.2% (from 4.1% to 5.2%)"
Texas,Webb,0.0349689615372617,0.0231740658768389,2.31740658768389,3.49689615372617,1.17948956604228,"- **Webb, Texas**: +1.2% (from 2.3% to 3.5%)"
Louisiana,Orleans,0.0941335435198739,0.0823585810162991,8.23585810162991,9.413354351987389,1.1774962503574784,"- **Orleans, Louisiana**: +1.2% (from 8.2% to 9.4%)"
Georgia,Bibb,0.0667750505571196,0.0550773122271633,5.5077312227163295,6.67750505571196,1.1697738329956309,"- **Bibb, Georgia**: +1.2% (from 5.5% to 6.7%)"
Florida,Manatee,0.0255425754976445,0.0138726910199014,1.38726910199014,2.55425754976445,1.1669884477743102,"- **Manatee, Florida**: +1.2% (from 1.4% to 2.6%)"
Illinois,Champaign,0.0679572996242566,0.0564943630073915,5.649436300739151,6.795729962425661,1.14629366168651,"- **Champaign, Illinois**: +1.1% (from 5.6% to 6.8%)"
Florida,Polk,0.0299179596932405,0.0186730395333765,1.86730395333765,2.99179596932405,1.1244920159864,"- **Polk, Florida**: +1.1% (from 1.9% to 3.0%)"
Illinois,Sangamon,0.070067032031267,0.0589240155296727,5.89240155296727,7.0067032031267,1.1143016501594305,"- **Sangamon, Illinois**: +1.1% (from 5.9% to 7.0%)"
Louisiana,Livingston,0.0836151368760064,0.0725489384596283,7.2548938459628305,8.36151368760064,1.1066198416378095,"- **Livingston, Louisiana**: +1.1% (from 7.3% to 8.4%)"
Missouri,Saint Louis City,0.1037555826228177,0.0927171386849303,9.27171386849303,10.37555826228177,1.103844393788739,"- **Saint Louis City, Missouri**: +1.1% (from 9.3% to 10.4%)"
California,San Joaquin,0.0253249154862863,0.0143051815961501,1.43051815961501,2.53249154862863,1.1019733890136199,"- **San Joaquin, California**: +1.1% (from 1.4% to 2.5%)"
Pennsylvania,Washington,0.0565119232397347,0.0455962394854032,4.55962394854032,5.65119232397347,1.09156837543315,"- **Washington, Pennsylvania**: +1.1% (from 4.6% to 5.7%)"
Maryland,Carroll,0.02873251653475,0.0178420447893858,1.78420447893858,2.873251653475,1.08904717453642,"- **Carroll, Maryland**: +1.1% (from 1.8% to 2.9%)"
Florida,Pasco,0.0454815653527705,0.0346877803230804,3.4687780323080397,4.54815653527705,1.0793785029690102,"- **Pasco, Florida**: +1.1% (from 3.5% to 4.5%)"
Louisiana,Saint Tammany,0.0682070461259968,0.0575000922066905,5.75000922066905,6.82070461259968,1.0706953919306308,"- **Saint Tammany, Louisiana**: +1.1% (from 5.8% to 6.8%)"
Arizona,Pinal,0.0340194278878874,0.0233181513578592,2.33181513578592,3.40194278878874,1.07012765300282,"- **Pinal, Arizona**: +1.1% (from 2.3% to 3.4%)"
North Carolina,Cumberland,0.0336775768172959,0.0230357176657644,2.30357176657644,3.36775768172959,1.0641859151531499,"- **Cumberland, North Carolina**: +1.1% (from 2.3% to 3.4%)"
Maryland,Charles,0.0373617677072703,0.0267305800347476,2.67305800347476,3.73617677072703,1.06311876725227,"- **Charles, Maryland**: +1.1% (from 2.7% to 3.7%)"
Oklahoma,Oklahoma,0.0556861431181517,0.0450805667271245,4.50805667271245,5.568614311815169,1.0605576391027194,"- **Oklahoma, Oklahoma**: +1.1% (from 4.5% to 5.6%)"
North Carolina,Cleveland,0.0610694702952864,0.050754599958652,5.0754599958652005,6.10694702952864,1.0314870336634394,"- **Cleveland, North Carolina**: +1.0% (from 5.1% to 6.1%)"
Florida,Hernando,0.0266591721202874,0.0164334660046776,1.64334660046776,2.6659172120287398,1.0225706115609798,"- **Hernando, Florida**: +1.0% (from 1.6% to 2.7%)"
Missouri,Jefferson,0.0404195938793186,0.0302626496716879,3.02626496716879,4.04195938793186,1.0156944207630705,"- **Jefferson, Missouri**: +1.0% (from 3.0% to 4.0%)"
Florida,Highlands,0.0282336578581363,0.0182392308417381,1.82392308417381,2.82336578581363,0.99944270163982,"- **Highlands, Florida**: +1.0% (from 1.8% to 2.8%)"
Texas,Grayson,0.0473275895676581,0.0373405488983378,3.73405488983378,4.73275895676581,0.9987040669320302,"- **Grayson, Texas**: +1.0% (from 3.7% to 4.7%)"
Florida,Citrus,0.0260892457549032,0.0162047718574414,1.6204771857441398,2.60892457549032,0.9884473897461801,"- **Citrus, Florida**: +1.0% (from 1.6% to 2.6%)"
Pennsylvania,Adams,0.0381668283220174,0.0283380891469054,2.83380891469054,3.8166828322017397,0.9828739175111996,"- **Adams, Pennsylvania**: +1.0% (from 2.8% to 3.8%)"
Oklahoma,Tulsa,0.0597150945591333,0.0500102677310881,5.001026773108809,5.9715094559133295,0.9704826828045201,"- **Tulsa, Oklahoma**: +1.0% (from 5.0% to 6.0%)"
California,Butte,0.036964672334583,0.0272917383593191,2.72917383593191,3.6964672334582995,0.9672933975263893,"- **Butte, California**: +1.0% (from 2.7% to 3.7%)"
Florida,Lee,0.0258168449750092,0.0162149552731929,1.62149552731929,2.58168449750092,0.9601889701816302,"- **Lee, Florida**: +1.0% (from 1.6% to 2.6%)"
Indiana,Vanderburgh,0.0635609845413407,0.0540205866419007,5.40205866419007,6.356098454134069,0.954039789943999,"- **Vanderburgh, Indiana**: +1.0% (from 5.4% to 6.4%)"
Indiana,Marion,0.0412013119252288,0.031698188901147,3.1698188901147,4.12013119252288,0.9503123024081801,"- **Marion, Indiana**: +1.0% (from 3.2% to 4.1%)"
North Carolina,Henderson,0.0280281143547065,0.0185332625619249,1.8533262561924901,2.80281143547065,0.9494851792781598,"- **Henderson, North Carolina**: +0.9% (from 1.9% to 2.8%)"
Texas,Nueces,0.0353345660464578,0.0259074210139603,2.5907421013960303,3.5334566046457803,0.9427145032497499,"- **Nueces, Texas**: +0.9% (from 2.6% to 3.5%)"
Ohio,Portage,0.03374601682077,0.0243837865028725,2.43837865028725,3.3746016820769995,0.9362230317897495,"- **Portage, Ohio**: +0.9% (from 2.4% to 3.4%)"
